ID	名称	图标	大类	小类	商城	地图商店	攻	防	暴击	闪避	解锁等级	购买	出售	品质	赠送	维护费用	制作时间1	制作时间2	制作时间3	制作时间4	合成价格	合成概率	合成目标	打造价格	描述
1510	name.weapon.1510	220	1	17	0	0	2760	0	0	0	10	12	1	2	0	0	0	0	0	0	0	0	0	0	tip.weapon.1510
1512	name.weapon.1512	25	1	17	0	0	3480	0	0	0	10	12	1	2	0	0	0	0	0	0	0	0	0	0	tip.weapon.1512
1514	name.weapon.1514	86	1	17	0	0	6100	0	0	0	10	12	1	2	0	0	0	0	0	0	0	0	0	0	tip.weapon.1514
1520	name.weapon.1520	87	1	17	0	0	6710	0	0	0	40	96	9	2	0	0	0	0	0	0	0	0	0	0	tip.weapon.1520
1522	name.weapon.1522	3	1	17	0	0	7700	0	0	0	40	96	9	2	0	0	0	0	0	0	0	0	0	0	tip.weapon.1522
1524	name.weapon.1524	27	1	17	0	0	8800	0	0	0	40	96	9	2	0	0	0	0	0	0	0	0	0	0	tip.weapon.1524
1526	name.weapon.1526	63	1	17	0	0	9900	0	0	0	40	96	9	2	0	0	0	0	0	0	0	0	0	0	tip.weapon.1526
1528	name.weapon.1528	53	1	17	0	0	11000	0	0	0	40	96	9	2	0	0	0	0	0	0	0	0	0	0	tip.weapon.1528
1530	name.weapon.1530	94	1	17	0	0	15500	0	0	0	40	96	9	2	0	0	0	0	0	0	0	0	0	0	tip.weapon.1530
1534	name.weapon.1534	65	1	17	0	0	17400	0	0	0	70	276	27	2	0	0	0	0	0	0	0	0	0	0	tip.weapon.1534
1536	name.weapon.1536	104	1	17	0	0	20400	0	0	0	70	276	27	2	0	0	0	0	0	0	0	0	0	0	tip.weapon.1536
1538	name.weapon.1538	225	1	17	0	0	25200	0	0	0	70	276	27	2	0	0	0	0	0	0	0	0	0	0	tip.weapon.1538
1540	name.weapon.1540	1	1	17	0	0	30000	0	0	0	70	276	27	2	0	0	0	0	0	0	0	0	0	0	tip.weapon.1540
1542	name.weapon.1542	77	1	17	0	0	36000	0	0	0	70	276	27	2	0	0	0	0	0	0	0	0	0	0	tip.weapon.1542
1544	name.weapon.1544	29	1	17	0	0	42400	0	0	0	70	276	27	2	0	0	0	0	0	0	0	0	0	0	tip.weapon.1544
2001	name.weapon.2001	49	1	17	0	0	300	0	0	0	3	4	1	3	0	0	0	0	0	0	50	30	3001	0	tip.weapon.2001
2002	name.weapon.2002	61	1	17	0	0	700	0	0	0	7	10	1	3	0	0	0	0	0	0	100	30	3002	0	tip.weapon.2002
2003	name.weapon.2003	85	1	17	0	0	1200	0	0	0	11	16	1	3	0	0	0	0	0	0	150	30	3003	0	tip.weapon.2003
2004	name.weapon.2004	37	1	17	0	0	1800	0	0	0	14	21	2	3	0	0	0	0	0	0	200	30	3004	0	tip.weapon.2004
2005	name.weapon.2005	2	1	17	0	0	2400	0	0	0	17	25	2	3	0	0	0	0	0	0	250	30	3005	0	tip.weapon.2005
2006	name.weapon.2006	50	1	17	0	0	3000	0	0	0	20	30	3	3	0	0	0	0	0	0	300	30	3006	0	tip.weapon.2006
2007	name.weapon.2007	91	1	17	0	0	3400	0	0	0	22	33	3	3	0	0	0	0	0	0	350	30	3007	0	tip.weapon.2007
2008	name.weapon.2008	6	1	17	0	0	3800	0	0	0	24	36	3	3	0	0	0	0	0	0	400	30	3008	0	tip.weapon.2008
2009	name.weapon.2009	38	1	17	0	0	4200	0	0	0	26	39	3	3	0	0	0	0	0	0	450	30	3009	0	tip.weapon.2009
2010	name.weapon.2010	220	1	17	0	0	4600	0	0	0	28	42	4	3	0	0	0	0	0	0	500	30	3010	0	tip.weapon.2010
2011	name.weapon.2011	114	1	17	0	0	5000	0	0	0	30	45	4	3	0	0	0	0	0	0	550	30	3011	0	tip.weapon.2011
2012	name.weapon.2012	25	1	17	0	0	5800	0	0	0	32	60	6	3	0	0	0	0	0	0	600	30	3012	0	tip.weapon.2012
2013	name.weapon.2013	64	1	17	0	0	6600	0	0	0	34	75	7	3	0	0	0	0	0	0	650	30	3013	0	tip.weapon.2013
2014	name.weapon.2014	86	1	17	0	0	7400	0	0	0	36	90	9	3	0	0	0	0	0	0	700	30	3014	0	tip.weapon.2014
2015	name.weapon.2015	5	1	17	0	0	8200	0	0	0	38	105	10	3	0	0	0	0	0	0	750	30	3015	0	tip.weapon.2015
2016	name.weapon.2016	92	1	17	0	0	9000	0	0	0	40	120	12	3	0	0	0	0	0	0	800	30	3016	0	tip.weapon.2016
2017	name.weapon.2017	26	1	17	0	0	9800	0	0	0	42	135	13	3	0	0	0	0	0	0	850	30	3017	0	tip.weapon.2017
2018	name.weapon.2018	51	1	17	0	0	10600	0	0	0	44	150	15	3	0	0	0	0	0	0	900	30	3018	0	tip.weapon.2018
2019	name.weapon.2019	74	1	17	0	0	11400	0	0	0	46	165	16	3	0	0	0	0	0	0	950	30	3019	0	tip.weapon.2019
2020	name.weapon.2020	87	1	17	0	0	12200	0	0	0	48	180	18	3	0	0	0	0	0	0	1000	30	3020	0	tip.weapon.2020
2021	name.weapon.2021	100	1	17	0	0	13000	0	0	0	50	195	19	3	0	0	0	0	0	0	1050	30	3021	0	tip.weapon.2021
2022	name.weapon.2022	3	1	17	0	0	14000	0	0	0	52	210	21	3	0	0	0	0	0	0	1100	30	3022	0	tip.weapon.2022
2023	name.weapon.2023	52	1	17	0	0	15000	0	0	0	54	225	22	3	0	0	0	0	0	0	1150	30	3023	0	tip.weapon.2023
2024	name.weapon.2024	27	1	17	0	0	16000	0	0	0	56	240	24	3	0	0	0	0	0	0	1200	30	3024	0	tip.weapon.2024
2025	name.weapon.2025	39	1	17	0	0	17000	0	0	0	58	255	25	3	0	0	0	0	0	0	1250	30	3025	0	tip.weapon.2025
2026	name.weapon.2026	63	1	17	0	0	18000	0	0	0	60	270	27	3	0	0	0	0	0	0	1300	30	3026	0	tip.weapon.2026
2027	name.weapon.2027	221	1	17	0	0	19000	0	0	0	62	285	28	3	0	0	0	0	0	0	1350	30	3027	0	tip.weapon.2027
2028	name.weapon.2028	53	1	17	0	0	20000	0	0	0	64	300	30	3	0	0	0	0	0	0	1400	30	3028	0	tip.weapon.2028
2029	name.weapon.2029	75	1	17	0	0	21000	0	0	0	66	315	31	3	0	0	0	0	0	0	1450	30	3029	0	tip.weapon.2029
2030	name.weapon.2030	94	1	17	0	0	22000	0	0	0	68	330	33	3	0	0	0	0	0	0	1500	30	3030	0	tip.weapon.2030
2031	name.weapon.2031	66	1	17	0	0	23000	0	0	0	70	345	34	3	0	0	0	0	0	0	1550	30	3031	0	tip.weapon.2031
2032	name.weapon.2032	88	1	17	0	0	25000	0	0	0	72	360	36	3	0	0	0	0	0	0	1600	30	3032	0	tip.weapon.2032
2033	name.weapon.2033	7	1	17	0	0	27000	0	0	0	74	375	37	3	0	0	0	0	0	0	1650	30	3033	0	tip.weapon.2033
2034	name.weapon.2034	65	1	17	0	0	29000	0	0	0	76	390	39	3	0	0	0	0	0	0	1700	30	3034	0	tip.weapon.2034
2035	name.weapon.2035	76	1	17	0	0	31000	0	0	0	78	405	40	3	0	0	0	0	0	0	1750	30	3035	0	tip.weapon.2035
2036	name.weapon.2036	104	1	17	0	0	34000	0	0	0	80	420	42	3	0	0	0	0	0	0	1800	30	3036	0	tip.weapon.2036
2037	name.weapon.2037	40	1	17	0	0	38000	0	0	0	82	435	43	3	0	0	0	0	0	0	1850	30	3037	0	tip.weapon.2037
2038	name.weapon.2038	225	1	17	0	0	42000	0	0	0	84	450	45	3	0	0	0	0	0	0	1900	30	3038	0	tip.weapon.2038
2039	name.weapon.2039	79	1	17	0	0	46000	0	0	0	86	465	46	3	0	0	0	0	0	0	1950	30	3039	0	tip.weapon.2039
2040	name.weapon.2040	1	1	17	0	0	50000	0	0	0	88	480	48	3	0	0	0	0	0	0	2000	30	3040	0	tip.weapon.2040
2041	name.weapon.2041	62	1	17	0	0	54000	0	0	0	90	495	49	3	0	0	0	0	0	0	2050	30	3041	0	tip.weapon.2041
2042	name.weapon.2042	77	1	17	0	0	60000	0	0	0	92	510	51	3	0	0	0	0	0	0	2100	30	3042	0	tip.weapon.2042
2043	name.weapon.2043	106	1	17	0	0	66000	0	0	0	94	525	52	3	0	0	0	0	0	0	2150	30	3043	0	tip.weapon.2043
2044	name.weapon.2044	29	1	17	0	0	72000	0	0	0	96	540	54	3	0	0	0	0	0	0	2200	30	3044	0	tip.weapon.2044
2045	name.weapon.2045	42	1	17	0	0	78000	0	0	0	98	555	55	3	0	0	0	0	0	0	2250	30	3045	0	tip.weapon.2045
2046	name.weapon.2046	17	1	17	0	0	84100	0	0	0	101	600	60	3	0	0	0	0	0	0	2300	30	3046	0	tip.weapon.2046
2047	name.weapon.2047	28	1	17	0	0	84500	0	0	0	105	630	63	3	0	0	0	0	0	0	2350	30	3047	0	tip.weapon.2047
2048	name.weapon.2048	41	1	17	0	0	85100	0	0	0	111	675	67	3	0	0	0	0	0	0	2400	30	3048	0	tip.weapon.2048
2049	name.weapon.2049	18	1	17	0	0	85500	0	0	0	115	705	70	3	0	0	0	0	0	0	2450	30	3049	0	tip.weapon.2049
2050	name.weapon.2050	30	1	17	0	0	86100	0	0	0	121	750	75	3	0	0	0	0	0	0	2500	30	3050	0	tip.weapon.2050
2051	name.weapon.2051	43	1	17	0	0	86500	0	0	0	125	780	78	3	0	0	0	0	0	0	2550	30	3051	0	tip.weapon.2051
2052	name.weapon.2052	54	1	17	0	0	87100	0	0	0	131	825	82	3	0	0	0	0	0	0	2600	30	3052	0	tip.weapon.2052
2053	name.weapon.2053	60	1	17	0	0	87500	0	0	0	135	855	85	3	0	0	0	0	0	0	2650	30	3053	0	tip.weapon.2053
2054	name.weapon.2054	55	1	17	0	0	88100	0	0	0	141	900	90	3	0	0	0	0	0	0	2700	30	3054	0	tip.weapon.2054
2055	name.weapon.2055	44	1	17	0	0	88500	0	0	0	145	930	93	3	0	0	0	0	0	0	2750	30	3055	0	tip.weapon.2055
2056	name.weapon.2056	56	1	17	0	0	89100	0	0	0	151	982	98	3	0	0	0	0	0	0	2800	30	3056	0	tip.weapon.2056
2057	name.weapon.2057	68	1	17	0	0	89500	0	0	0	155	1042	104	3	0	0	0	0	0	0	2850	30	3057	0	tip.weapon.2057
2058	name.weapon.2058	83	1	17	0	0	90100	0	0	0	161	1147	114	3	0	0	0	0	0	0	2900	30	3058	0	tip.weapon.2058
2059	name.weapon.2059	71	1	17	0	0	90500	0	0	0	165	1237	123	3	0	0	0	0	0	0	2950	30	3059	0	tip.weapon.2059
2060	name.weapon.2060	96	1	17	0	0	91100	0	0	0	171	1372	137	3	0	0	0	0	0	0	3000	30	3060	0	tip.weapon.2060
2061	name.weapon.2061	81	1	17	0	0	91500	0	0	0	175	1462	146	3	0	0	0	0	0	0	3050	30	3061	0	tip.weapon.2061
2062	name.weapon.2062	95	1	17	0	0	92100	0	0	0	181	1597	159	3	0	0	0	0	0	0	3100	30	3062	0	tip.weapon.2062
2063	name.weapon.2063	70	1	17	0	0	92500	0	0	0	185	1687	168	3	0	0	0	0	0	0	3150	30	3063	0	tip.weapon.2063
2064	name.weapon.2064	78	1	17	0	0	93100	0	0	0	191	1822	182	3	0	0	0	0	0	0	3200	30	3064	0	tip.weapon.2064
2065	name.weapon.2065	67	1	17	0	0	93500	0	0	0	195	1912	191	3	0	0	0	0	0	0	3250	30	3065	0	tip.weapon.2065
2066	name.weapon.2066	8	1	17	0	0	95200	0	0	0	205	2280	228	3	0	0	0	0	0	0	3300	30	3066	0	tip.weapon.2066
2067	name.weapon.2067	117	1	17	0	0	95700	0	0	0	215	2355	235	3	0	0	0	0	0	0	3350	30	3067	0	tip.weapon.2067
2068	name.weapon.2068	19	1	17	0	0	96200	0	0	0	225	2430	243	3	0	0	0	0	0	0	3400	30	3068	0	tip.weapon.2068
2069	name.weapon.2069	93	1	17	0	0	96700	0	0	0	235	2505	250	3	0	0	0	0	0	0	3450	30	3069	0	tip.weapon.2069
2070	name.weapon.2070	113	1	17	0	0	97200	0	0	0	245	2580	258	3	0	0	0	0	0	0	3500	30	3070	0	tip.weapon.2070
2071	name.weapon.2071	11	1	17	0	0	97700	0	0	0	255	2655	265	3	0	0	0	0	0	0	3550	30	3071	0	tip.weapon.2071
2072	name.weapon.2072	35	1	17	0	0	98200	0	0	0	265	2730	273	3	0	0	0	0	0	0	3600	30	3072	0	tip.weapon.2072
2073	name.weapon.2073	59	1	17	0	0	98700	0	0	0	275	2805	280	3	0	0	0	0	0	0	3650	30	3073	0	tip.weapon.2073
2074	name.weapon.2074	58	1	17	0	0	99200	0	0	0	285	2880	288	3	0	0	0	0	0	0	3700	30	3074	0	tip.weapon.2074
2075	name.weapon.2075	217	1	17	0	0	99700	0	0	0	295	2955	295	3	0	0	0	0	0	0	3750	30	3075	0	tip.weapon.2075
2076	name.weapon.2076	22	1	17	0	0	100400	0	0	0	305	3030	303	3	0	0	0	0	0	0	3800	30	3076	0	tip.weapon.2076
2077	name.weapon.2077	34	1	17	0	0	101400	0	0	0	315	3105	310	3	0	0	0	0	0	0	3850	30	3077	0	tip.weapon.2077
2078	name.weapon.2078	84	1	17	0	0	102400	0	0	0	325	3180	318	3	0	0	0	0	0	0	3900	30	3078	0	tip.weapon.2078
2079	name.weapon.2079	9	1	17	0	0	103400	0	0	0	335	3255	325	3	0	0	0	0	0	0	3950	30	3079	0	tip.weapon.2079
2080	name.weapon.2080	208	1	17	0	0	104400	0	0	0	345	3330	333	3	0	0	0	0	0	0	4000	30	3080	0	tip.weapon.2080
2081	name.weapon.2081	223	1	17	0	0	105400	0	0	0	355	3405	340	3	0	0	0	0	0	0	4050	30	3081	0	tip.weapon.2081
2082	name.weapon.2082	33	1	17	0	0	106400	0	0	0	365	3480	348	3	0	0	0	0	0	0	4100	30	3082	0	tip.weapon.2082
2083	name.weapon.2083	169	1	17	0	0	107400	0	0	0	375	3555	355	3	0	0	0	0	0	0	4150	30	3083	0	tip.weapon.2083
2084	name.weapon.2084	46	1	17	0	0	108400	0	0	0	385	3630	363	3	0	0	0	0	0	0	4200	30	3084	0	tip.weapon.2084
2085	name.weapon.2085	36	1	17	0	0	109400	0	0	0	395	3705	370	3	0	0	0	0	0	0	4250	30	3085	0	tip.weapon.2085
2086	name.weapon.2086	73	1	17	0	0	110400	0	0	0	405	3780	378	3	0	0	0	0	0	0	4300	30	3086	0	tip.weapon.2086
2087	name.weapon.2087	69	1	17	0	0	111400	0	0	0	415	3855	385	3	0	0	0	0	0	0	4350	30	3087	0	tip.weapon.2087
2088	name.weapon.2088	23	1	17	0	0	112400	0	0	0	425	3930	393	3	0	0	0	0	0	0	4400	30	3088	0	tip.weapon.2088
2089	name.weapon.2089	209	1	17	0	0	113400	0	0	0	435	4005	400	3	0	0	0	0	0	0	4450	30	3089	0	tip.weapon.2089
2090	name.weapon.2090	211	1	17	0	0	114400	0	0	0	445	4080	408	3	0	0	0	0	0	0	4500	30	3090	0	tip.weapon.2090
2091	name.weapon.2091	1	1	17	0	0	115400	0	0	0	455	4155	415	3	0	0	0	0	0	0	4550	30	3091	0	tip.weapon.2091
2092	name.weapon.2092	7	1	17	0	0	116400	0	0	0	465	4230	423	3	0	0	0	0	0	0	4600	30	3092	0	tip.weapon.2092
2093	name.weapon.2093	87	1	17	0	0	117400	0	0	0	475	4305	430	3	0	0	0	0	0	0	4650	30	3093	0	tip.weapon.2093
2094	name.weapon.2094	64	1	17	0	0	118400	0	0	0	485	4380	438	3	0	0	0	0	0	0	4700	30	3094	0	tip.weapon.2094
2095	name.weapon.2095	205	1	17	0	0	119400	0	0	0	495	4455	445	3	0	0	0	0	0	0	4750	30	3095	0	tip.weapon.2095
2504	name.weapon.1504	37	1	17	0	0	2700	0	0	0	10	15	1	3	0	0	0	0	0	0	0	0	0	0	tip.weapon.1504
2506	name.weapon.1506	50	1	17	0	0	4500	0	0	0	10	15	1	3	0	0	0	0	0	0	0	0	0	0	tip.weapon.1506
2508	name.weapon.1508	6	1	17	0	0	5700	0	0	0	10	15	1	3	0	0	0	0	0	0	0	0	0	0	tip.weapon.1508
2509	name.weapon.2509	38	1	17	0	0	6300	0	0	0	10	15	1	3	0	0	0	0	0	0	0	0	0	0	tip.weapon.2509
2510	name.weapon.1510	220	1	17	0	0	6900	0	0	0	10	15	1	3	0	0	0	0	0	0	0	0	0	0	tip.weapon.1510
2511	name.weapon.2511	114	1	17	0	0	7500	0	0	0	10	15	1	3	0	0	0	0	0	0	0	0	0	0	tip.weapon.2511
2512	name.weapon.1512	25	1	17	0	0	8700	0	0	0	10	15	1	3	0	0	0	0	0	0	0	0	0	0	tip.weapon.1512
2513	name.weapon.2513	64	1	17	0	0	9900	0	0	0	10	15	1	3	0	0	0	0	0	0	0	0	0	0	tip.weapon.2513
2514	name.weapon.1514	86	1	17	0	0	12200	0	0	0	10	15	1	3	0	0	0	0	0	0	0	0	0	0	tip.weapon.1514
2515	name.weapon.2515	5	1	17	0	0	12300	0	0	0	10	15	1	3	0	0	0	0	0	0	0	0	0	0	tip.weapon.2515
2520	name.weapon.1520	87	1	17	0	0	18300	0	0	0	40	120	12	3	0	0	0	0	0	0	0	0	0	0	tip.weapon.1520
2522	name.weapon.1522	3	1	17	0	0	21000	0	0	0	40	120	12	3	0	0	0	0	0	0	0	0	0	0	tip.weapon.1522
2523	name.weapon.2523	52	1	17	0	0	22500	0	0	0	40	120	12	3	0	0	0	0	0	0	0	0	0	0	tip.weapon.2523
2524	name.weapon.1524	27	1	17	0	0	24000	0	0	0	40	120	12	3	0	0	0	0	0	0	0	0	0	0	tip.weapon.1524
2525	name.weapon.2525	39	1	17	0	0	25500	0	0	0	40	120	12	3	0	0	0	0	0	0	0	0	0	0	tip.weapon.2525
2526	name.weapon.1526	63	1	17	0	0	27000	0	0	0	40	120	12	3	0	0	0	0	0	0	0	0	0	0	tip.weapon.1526
2527	name.weapon.2527	221	1	17	0	0	28500	0	0	0	40	120	12	3	0	0	0	0	0	0	0	0	0	0	tip.weapon.2527
2528	name.weapon.1528	53	1	17	0	0	30000	0	0	0	40	120	12	3	0	0	0	0	0	0	0	0	0	0	tip.weapon.1528
2529	name.weapon.2529	75	1	17	0	0	31500	0	0	0	40	120	12	3	0	0	0	0	0	0	0	0	0	0	tip.weapon.2529
2530	name.weapon.1530	94	1	17	0	0	31000	0	0	0	40	120	12	3	0	0	0	0	0	0	0	0	0	0	tip.weapon.1530
2534	name.weapon.1534	65	1	17	0	0	43500	0	0	0	70	345	34	3	0	0	0	0	0	0	0	0	0	0	tip.weapon.1534
2536	name.weapon.1536	104	1	17	0	0	51000	0	0	0	70	345	34	3	0	0	0	0	0	0	0	0	0	0	tip.weapon.1536
2538	name.weapon.1538	225	1	17	0	0	63000	0	0	0	70	345	34	3	0	0	0	0	0	0	0	0	0	0	tip.weapon.1538
2539	name.weapon.2539	79	1	17	0	0	69000	0	0	0	70	345	34	3	0	0	0	0	0	0	0	0	0	0	tip.weapon.2539
2540	name.weapon.1540	1	1	17	0	0	75000	0	0	0	70	345	34	3	0	0	0	0	0	0	0	0	0	0	tip.weapon.1540
2541	name.weapon.2541	62	1	17	0	0	81000	0	0	0	70	345	34	3	0	0	0	0	0	0	0	0	0	0	tip.weapon.2541
2542	name.weapon.1542	77	1	17	0	0	90000	0	0	0	70	345	34	3	0	0	0	0	0	0	0	0	0	0	tip.weapon.1542
2543	name.weapon.2543	106	1	17	0	0	99000	0	0	0	70	345	34	3	0	0	0	0	0	0	0	0	0	0	tip.weapon.2543
2544	name.weapon.1544	29	1	17	0	0	84800	0	0	0	50	195	19	3	1	0	0	0	0	0	5000	100	3565	0	tip.weapon.1544
2545	name.weapon.2545	42	1	17	0	0	117000	0	0	0	70	345	34	3	0	0	0	0	0	0	0	0	0	0	tip.weapon.2545
2555	name.weapon.2555	42	1	17	0	0	132750	0	0	0	100	570	57	3	0	0	0	0	0	0	0	0	0	0	tip.weapon.2555
2565	name.weapon.2565	89	1	17	0	0	140250	0	0	0	150	967	96	3	0	0	0	0	0	0	0	0	0	0	tip.weapon.2565
2615	name.weapon.2615	48	1	17	0	0	8200	0	0	0	10	15	1	3	0	0	0	0	0	0	0	0	0	0	tip.weapon.2615
2630	name.weapon.2630	72	1	17	0	0	22000	0	0	0	40	120	12	3	0	0	0	0	0	0	0	0	0	0	tip.weapon.2630
2645	name.weapon.2645	31	1	17	0	0	78000	0	0	0	70	345	34	3	0	0	0	0	0	0	0	0	0	0	tip.weapon.2645
2655	name.weapon.2655	45	1	17	0	0	88500	0	0	0	100	570	57	3	0	0	0	0	0	0	0	0	0	0	tip.weapon.2655
2665	name.weapon.2665	57	1	17	0	0	93500	0	0	0	150	967	96	3	0	0	0	0	0	0	0	0	0	0	tip.weapon.2665
3001	name.weapon.3001	49	1	17	0	0	600	0	0	0	3	10	1	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3001
3002	name.weapon.3002	61	1	17	0	0	1400	0	0	0	7	24	2	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3002
3003	name.weapon.3003	85	1	17	0	0	2400	0	0	0	11	38	3	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3003
3004	name.weapon.3004	37	1	17	0	0	3600	0	0	0	14	49	4	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3004
3005	name.weapon.3005	2	1	17	0	0	4800	0	0	0	17	59	5	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3005
3006	name.weapon.3006	50	1	17	0	0	6000	0	0	0	20	70	7	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3006
3007	name.weapon.3007	91	1	17	0	0	6800	0	0	0	22	77	7	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3007
3008	name.weapon.3008	6	1	17	0	0	7600	0	0	0	24	84	8	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3008
3009	name.weapon.3009	38	1	17	0	0	8400	0	0	0	26	91	9	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3009
3010	name.weapon.3010	220	1	17	0	0	9200	0	0	0	28	98	9	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3010
3011	name.weapon.3011	114	1	17	0	0	10000	0	0	0	30	105	10	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3011
3012	name.weapon.3012	25	1	17	0	0	11600	0	0	0	32	140	14	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3012
3013	name.weapon.3013	64	1	17	0	0	13200	0	0	0	34	175	17	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3013
3014	name.weapon.3014	86	1	17	0	0	14800	0	0	0	36	210	21	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3014
3015	name.weapon.3015	5	1	17	0	0	16400	0	0	0	38	245	24	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3015
3016	name.weapon.3016	92	1	17	0	0	18000	0	0	0	40	280	28	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3016
3017	name.weapon.3017	26	1	17	0	0	19600	0	0	0	42	315	31	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3017
3018	name.weapon.3018	51	1	17	0	0	21200	0	0	0	44	350	35	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3018
3019	name.weapon.3019	74	1	17	0	0	22800	0	0	0	46	385	38	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3019
3020	name.weapon.3020	87	1	17	0	0	24400	0	0	0	48	420	42	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3020
3021	name.weapon.3021	100	1	17	0	0	26000	0	0	0	50	455	45	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3021
3022	name.weapon.3022	3	1	17	0	0	28000	0	0	0	52	490	49	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3022
3023	name.weapon.3023	52	1	17	0	0	30000	0	0	0	54	525	52	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3023
3024	name.weapon.3024	27	1	17	0	0	32000	0	0	0	56	560	56	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3024
3025	name.weapon.3025	39	1	17	0	0	34000	0	0	0	58	595	59	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3025
3026	name.weapon.3026	63	1	17	0	0	36000	0	0	0	60	630	63	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3026
3027	name.weapon.3027	221	1	17	0	0	38000	0	0	0	62	665	66	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3027
3028	name.weapon.3028	53	1	17	0	0	40000	0	0	0	64	700	70	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3028
3029	name.weapon.3029	75	1	17	0	0	42000	0	0	0	66	735	73	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3029
3030	name.weapon.3030	94	1	17	0	0	44000	0	0	0	68	770	77	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3030
3031	name.weapon.3031	66	1	17	0	0	46000	0	0	0	70	805	80	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3031
3032	name.weapon.3032	88	1	17	0	0	50000	0	0	0	72	840	84	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3032
3033	name.weapon.3033	7	1	17	0	0	54000	0	0	0	74	875	87	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3033
3034	name.weapon.3034	65	1	17	0	0	58000	0	0	0	76	910	91	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3034
3035	name.weapon.3035	76	1	17	0	0	62000	0	0	0	78	945	94	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3035
3036	name.weapon.3036	104	1	17	0	0	68000	0	0	0	80	980	98	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3036
3037	name.weapon.3037	40	1	17	0	0	76000	0	0	0	82	1015	101	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3037
3038	name.weapon.3038	225	1	17	0	0	84000	0	0	0	84	1050	105	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3038
3039	name.weapon.3039	79	1	17	0	0	92000	0	0	0	86	1085	108	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3039
3040	name.weapon.3040	1	1	17	0	0	100000	0	0	0	88	1120	112	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3040
3041	name.weapon.3041	62	1	17	0	0	108000	0	0	0	90	1155	115	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3041
3042	name.weapon.3042	77	1	17	0	0	120000	0	0	0	92	1190	119	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3042
3043	name.weapon.3043	106	1	17	0	0	132000	0	0	0	94	1225	122	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3043
3044	name.weapon.3044	29	1	17	0	0	144000	0	0	0	96	1260	126	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3044
3045	name.weapon.3045	42	1	17	0	0	156000	0	0	0	98	1295	129	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3045
3046	name.weapon.3046	17	1	17	0	0	168200	0	0	0	101	1400	140	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3046
3047	name.weapon.3047	28	1	17	0	0	169000	0	0	0	105	1470	147	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3047
3048	name.weapon.3048	41	1	17	0	0	170200	0	0	0	111	1575	157	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3048
3049	name.weapon.3049	18	1	17	0	0	171000	0	0	0	115	1645	164	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3049
3050	name.weapon.3050	30	1	17	0	0	172200	0	0	0	121	1750	175	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3050
3051	name.weapon.3051	43	1	17	0	0	173000	0	0	0	125	1820	182	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3051
